Date,result_5,result_10,pca_0,pca_1,pca_2,pca_3,pca_4,contago,contago_next,status_change,result_10_ma
2012-02-03,0.024246841605521263,0.04790577388319983,1.072856236103367,-0.3457874517521423,0.1756553918837716,0.0379012313569834,-0.0007556717669978,0,0.0,0,0.046604757368079494
2012-02-06,0.021843258772045182,0.04320938959030762,1.0834269272012842,-0.4348116899080344,0.2146605907065013,0.0405794588726348,-0.0002465308146986,0,0.0,0,0.04652394248261116
2012-02-07,0.027237304518691996,0.053732738279940184,1.1717618141949486,-0.3145337498834966,0.230675363232219,0.0040229172015014,-0.0124205599194536,0,0.0,0,0.04791396283246132
2012-02-08,0.02564368897066238,0.050629779157300714,1.3059999847705064,-0.1917334817546082,0.2146508707459278,-0.0237970302932568,-0.0148465558165564,0,0.0,0,0.048973052397839154
2012-02-09,0.0190530600087242,0.03774310092175215,1.3776795053590891,-0.2693812516100808,0.2192386806760816,-0.0276143603549595,-0.0062206591541655,0,0.0,0,0.0466441563665001
2012-02-10,0.026070500676627084,0.051461330347724266,1.3620324276132132,-0.2320851094286014,0.2006087063359621,-0.0311972926701217,-0.0029744946883614,0,0.0,0,0.04735526765940499
2012-02-13,0.021845024478484465,0.04321284386250346,1.3416172744466082,-0.2070397363127362,0.1558055146355103,-0.0682390051827521,-0.0120396539094901,0,0.0,0,0.04735595851384415
2012-02-14,0.03345536017177442,0.06579145921932561,1.5889929494294075,0.0083389624952348,0.1598383219678333,-0.1002055092964972,-0.0191570366963984,0,0.0,0,0.04976770270172124
2012-02-15,0.036734779413672536,0.07212011480877378,1.804629021376101,-0.2178330489279097,0.1129804089110738,0.0503858576400026,-0.0019441367080387,0,0.0,0,0.05406576983201585
2012-02-16,0.02548904729491963,0.05032840305783637,2.0117805336035306,-0.2212482685987584,0.1669153159922562,0.0425139772299949,0.0083168574424072,0,0.0,0,0.0565828302592327
2012-02-17,0.024258629276500354,0.047928777458626115,1.9004738833059387,-0.2433598401338692,0.1913789139623031,0.0275180260598206,-0.0039001873971413,0,0.0,0,0.055876319681413066
2012-02-20,0.020683966985814983,0.0409401074813589,1.7102756221461042,-0.2725660305424809,0.2155909534986307,0.0073490693679722,0.0080794183718806,0,0.0,0,0.05542177240518416
2012-02-21,0.018976448285069614,0.03759279098062307,1.8536802365286127,-0.2774626193881918,0.3049611093394863,0.0274779073541646,0.0061407760497807,0,0.0,0,0.04978203875744365
2012-02-22,0.01874862715764447,0.03714574329499287,2.303347566776553,-0.1494010047237924,0.2595494376537375,-0.0579618387925019,0.0107169506597942,0,0.0,0,0.042787164454687464
2012-02-23,0.018808508702650384,0.03726325740568326,2.221157586048413,-0.2001559301106854,0.3248809953531842,-0.0360106193410805,0.0126978246000488,0,0.0,0,0.04017413532425684
2012-02-24,0.022497751113875974,0.04448935342257032,2.3061204622607474,-0.3920214576915834,0.3878571329421777,0.0172598943109517,0.0150505228436157,0,0.0,0,0.039486250517045685
2012-02-27,0.019402472870297727,0.038428489787112996,2.102827795757862,-0.3674192910123894,0.4251071480374273,0.0136722690830328,0.0098376098485288,0,0.0,0,0.038983926978196505
